
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165385                       # Number of seconds simulated (Second)
simTicks                                 165385389718                       # Number of ticks simulated (Tick)
finalTick                                165385389718                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2006.28                       # Real time elapsed on the host (Second)
hostTickRate                                 82433671                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786172                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33599                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314420894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263930481                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206363021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96726                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147018412                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293255933                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314361204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.656452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.151626                       # Number of insts issued each cycle (Count)
system.ruby.network.routers4.port_buffers14.m_buf_msgs     0.156896                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers14.m_stall_time   2650210500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers14.m_avg_stall_time   820.504957                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers14.m_occupancy     0.039224                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers15.m_not_avail_count      1864910                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers15.m_msg_count      1199134                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers15.m_buf_msgs     0.154824                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers15.m_stall_time   3609289000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers15.m_avg_stall_time  3009.912987                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers15.m_occupancy     0.038706                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers2.m_not_avail_count           99                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers2.m_msg_count      2098199                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers2.m_buf_msgs     0.038775                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers2.m_stall_time      4987500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers2.m_avg_stall_time     2.377039                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers2.m_occupancy     0.009694                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers20.m_not_avail_count          135                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers20.m_msg_count      1498629                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers20.m_buf_msgs     0.027571                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers20.m_stall_time       205500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers20.m_avg_stall_time     0.137125                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers20.m_occupancy     0.006893                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers23.m_not_avail_count           32                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers23.m_msg_count          492                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers23.m_buf_msgs     0.000019                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers23.m_stall_time       272000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers23.m_avg_stall_time   552.845528                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers23.m_occupancy     0.000005                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers3.m_msg_count      4195902                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers3.m_buf_msgs     0.077178                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers3.m_stall_time       106000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers3.m_avg_stall_time     0.025263                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers3.m_occupancy     0.019294                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.power_state.pwrStateResidencyTicks::UNDEFINED  27184819842                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers4.throttle00.acc_link_utilization     13919812                       # Accumulated link utilization system.ruby.network.ext_links4 (Count)
system.ruby.network.routers4.throttle00.link_utilization    25.602181                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle00.total_msg_count     11056016                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle00.total_msg_bytes    222716992                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle00.total_data_msg_bytes    134268864                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle00.total_msg_wait_time     83021000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle00.total_bw_sat_cy      8437462                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle00.avg_msg_wait_time     7.509124                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle00.avg_bandwidth         7.63                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle00.avg_useful_bandwidth         4.60                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle00.msg_count.Control::0      4761915                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Control::2      2098199                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Control::0     38095320                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Control::2     16785592                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Data::3      4195902                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Data::3    167836080                       (Unspecified)
system.ruby.network.routers4.throttle01.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links20 (Count)
system.ruby.network.routers4.throttle01.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle01.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle01.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle01.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle01.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle01.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle01.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle02.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links21 (Count)
