
---------- Begin Simulation Statistics ----------
simSeconds                                   0.169109                       # Number of seconds simulated (Second)
simTicks                                 169108824842                       # Number of ticks simulated (Tick)
finalTick                                169108824842                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2031.23                       # Real time elapsed on the host (Second)
hostTickRate                                 83254465                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786368                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33186                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57557                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        321499668                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.769404                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.209670                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263915793                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      167                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      209772819                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  95999                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147003805                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293384507                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 107                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           321438206                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.652607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.170764                       # Number of insts issued each cycle (Count)
system.ruby.crossbars.transDist::ReadReq      2097562                       # Transaction distribution (Count)
system.ruby.crossbars.transDist::ReadResp      2097564                       # Transaction distribution (Count)
system.ruby.crossbars.transDist::WriteReq           56                       # Transaction distribution (Count)
system.ruby.crossbars.transDist::WriteResp           56                       # Transaction distribution (Count)
system.ruby.crossbars.pktCount_system.ruby.snf.cntrl.memory::system.mem_ctrls1.port      4195238                       # Packet count per connected requestor and responder (Count)
system.ruby.crossbars.pktCount_system.ruby.snf.cntrl.memory::total      4195238                       # Packet count per connected requestor and responder (Count)
system.ruby.crossbars.pktSize_system.ruby.snf.cntrl.memory::system.mem_ctrls1.port    134247680                       # Cumulative packet size per connected requestor and responder (Byte)
system.ruby.crossbars.pktSize_system.ruby.snf.cntrl.memory::total    134247680                       # Cumulative packet size per connected requestor and responder (Byte)
system.ruby.crossbars.power_state.pwrStateResidencyTicks::UNDEFINED  41032328980                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.crossbars.reqLayer1.occupancy   1048921000                       # Layer occupancy (ticks) (Tick)
system.ruby.crossbars.reqLayer1.utilization          0.0                       # Layer utilization (Ratio)
system.ruby.crossbars.respLayer0.occupancy   5243938000                       # Layer occupancy (ticks) (Tick)
system.ruby.crossbars.respLayer0.utilization          0.1                       # Layer utilization (Ratio)
system.ruby.hnf.cntrl.avg_size              12.384482                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util               0.387015                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved           0.000001                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size               0.051164                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util               0.001599                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.avg_size                      0                       # Avg. number of slots allocated (Unspecified)
system.ruby.hnf.cntrl.avg_util                      0                       # Avg. utilization (Unspecified)
system.ruby.hnf.cntrl.avg_reserved                  0                       # Avg. number of slots reserved (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::bucket_size           16                       (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::max_bucket           79                       (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::samples           56                       (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::mean    23.392857                       (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::gmean    19.963162                       (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::stdev    14.103099                       (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp |          25     44.64%     44.64% |          17     30.36%     75.00% |          11     19.64%     94.64% |           2      3.57%     98.21% |           1      1.79%    100.00% (Unspecified)
system.ruby.hnf.cntrl.outTransLatHist.SendWriteNoSnp::total           56                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::bucket_size          128                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::max_bucket          639                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::samples      2097944                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::mean   450.620159                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::gmean   450.183424                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::stdev    18.897207                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared |         395      0.02%      0.02% |           0      0.00%      0.02% |           0      0.00%      0.02% |     2097377     99.97%     99.99% |         172      0.01%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared::total      2097944                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared.I.RU.total      2097549                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared.UD.UD_RU.total           24                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadShared.UC.UC_RU.total          371                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::bucket_size          128                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::max_bucket          639                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::samples           16                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::mean   434.937500                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::gmean   434.931393                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::stdev     2.379601                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |          16    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC::total           16                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.ReadUnique_PoC.I.RU.total           16                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::bucket_size           32                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::max_bucket          159                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::samples           80                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::mean    34.662500                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::gmean    31.026486                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::stdev    16.601009                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull |          42     52.50%     52.50% |          32     40.00%     92.50% |           6      7.50%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull::total           80                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull.UD_RU.UD.total           24                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteBackFull.RU.UD.total           56                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::bucket_size           32                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::max_bucket          159                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::samples      2097877                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::mean    33.816702                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::gmean    29.766980                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::stdev    17.743273                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull |     1179791     56.24%     56.24% |      722355     34.43%     90.67% |      195696      9.33%    100.00% |          35      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull::total      2097877                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull.UC_RU.UC.total          371                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.WriteEvictFull.RU.UC.total      2097506                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::bucket_size           16                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::max_bucket           79                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::samples      2097562                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::mean     2.001737                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::gmean     2.000188                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::stdev     0.336132                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction |     2097506    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |          56      0.00%    100.00% (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction::total      2097562                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction.UC.I.total      2097506                       (Unspecified)
system.ruby.hnf.cntrl.inTransLatHist.LocalHN_Eviction.UD.I.total           56                       (Unspecified)
system.ruby.hnf.cntrl.cache.numDataArrayReads          451                       # Number of data array reads (Unspecified)
system.ruby.hnf.cntrl.cache.numDataArrayWrites      2097957                       # Number of data array writes (Unspecified)
system.ruby.hnf.cntrl.cache.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.ruby.hnf.cntrl.cache.numTagArrayReads      6293482                       # Number of tag array reads (Unspecified)
system.ruby.hnf.cntrl.cache.numTagArrayWrites      6293479                       # Number of tag array writes (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::0       131059                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::1       131016                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::2       131091                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::3       131142                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::4       131133                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::5       131071                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::6       131099                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::7       131160                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::8       131088                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::9       131078                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::10       131083                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::11       131143                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::12        65492                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::13        65517                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::14        65626                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::15        65538                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::16        65547                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::17        65542                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::18        65595                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_allocsByWay::19        65542                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_hits          253                       # Number of cache demand hits (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_misses       498289                       # Number of cache demand misses (Unspecified)
system.ruby.hnf.cntrl.cache.m_demand_accesses       498542                       # Number of cache demand accesses (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_hits          142                       # Number of cache prefetch hits (Unspecified)
system.ruby.hnf.cntrl.cache.m_prefetch_misses      1599276                       # Number of cache prefetch misses (Unspecified)
