
---------- Begin Simulation Statistics ----------
simSeconds                                   0.166511                       # Number of seconds simulated (Second)
simTicks                                 166511323752                       # Number of ticks simulated (Tick)
finalTick                                166511323752                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2021.21                       # Real time elapsed on the host (Second)
hostTickRate                                 82382070                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786984                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33351                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57843                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        316561453                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.696146                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.212941                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263772058                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      164                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206142865                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96349                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            146860067                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293395156                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           316499582                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.651321                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.149110                       # Number of insts issued each cycle (Count)
system.ruby.Cache_Controller.CompData_SD_PD |           0      0.00%      0.00% |          48    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CompData_SD_PD::total           48                       (Unspecified)
system.ruby.Cache_Controller.CBWrData_UC |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |     4195744    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CBWrData_UC::total      4195744                       (Unspecified)
system.ruby.Cache_Controller.CBWrData_UD_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |         112     41.18%     41.18% |         160     58.82%    100.00% (Unspecified)
system.ruby.Cache_Controller.CBWrData_UD_PD::total          272                       (Unspecified)
system.ruby.Cache_Controller.CBWrData_SD_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |          48    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.CBWrData_SD_PD::total           48                       (Unspecified)
system.ruby.Cache_Controller.SnpRespData_I_PD |           0      0.00%      0.00% |           0      0.00%      0.00% |           2    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpRespData_I_PD::total            2                       (Unspecified)
system.ruby.Cache_Controller.CheckCacheFill |         409      0.00%      0.00% |     4194645     28.57%     28.57% |     4196005     28.58%     57.14% |     6293074     42.86%    100.00% (Unspecified)
system.ruby.Cache_Controller.CheckCacheFill::total     14684133                       (Unspecified)
system.ruby.Cache_Controller.Local_Eviction |           0      0.00%      0.00% |     2097237     50.00%     50.00% |     2097428     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Local_Eviction::total      4194665                       (Unspecified)
system.ruby.Cache_Controller.LocalHN_Eviction |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097560    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.LocalHN_Eviction::total      2097560                       (Unspecified)
system.ruby.Cache_Controller.Global_Eviction |           0      0.00%      0.00% |           0      0.00%      0.00% |         526    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.Global_Eviction::total          526                       (Unspecified)
system.ruby.Cache_Controller.TagArrayRead |     2098062      7.67%      7.67% |    12603977     46.07%     53.74% |     6362260     23.26%     77.00% |     6293463     23.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.TagArrayRead::total     27357762                       (Unspecified)
system.ruby.Cache_Controller.TagArrayWrite |         936      0.01%      0.01% |     4194645     24.89%     24.90% |     6362255     37.76%     62.65% |     6293465     37.35%    100.00% (Unspecified)
system.ruby.Cache_Controller.TagArrayWrite::total     16851301                       (Unspecified)
system.ruby.Cache_Controller.DataArrayRead |     2097125     16.55%     16.55% |     8409566     66.35%     82.90% |     2167049     17.10%    100.00% |         448      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.DataArrayRead::total     12674188                       (Unspecified)
system.ruby.Cache_Controller.DataArrayWrite |           0      0.00%      0.00% |         171     25.91%     25.91% |          97     14.70%     40.61% |         392     59.39%    100.00% (Unspecified)
system.ruby.Cache_Controller.DataArrayWrite::total          660                       (Unspecified)
system.ruby.Cache_Controller.DataArrayWriteOnFill |         409      0.01%      0.01% |     2097237     33.33%     33.33% |     2097954     33.34%     66.67% |     2097560     33.33%    100.00% (Unspecified)
system.ruby.Cache_Controller.DataArrayWriteOnFill::total      6293160                       (Unspecified)
system.ruby.Cache_Controller.ReadHitPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |       69095     99.44%     99.44% |         392      0.56%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadHitPipe::total        69487                       (Unspecified)
system.ruby.Cache_Controller.ReadMissPipe |           0      0.00%      0.00% |           0      0.00%      0.00% |     2028569     49.16%     49.16% |     2097559     50.84%    100.00% (Unspecified)
system.ruby.Cache_Controller.ReadMissPipe::total      4126128                       (Unspecified)
system.ruby.Cache_Controller.WriteFEPipe |           0      0.00%      0.00% |          80      0.00%      0.00% |     2098034     50.00%     50.00% |     2098008     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteFEPipe::total      4196122                       (Unspecified)
system.ruby.Cache_Controller.WriteBEPipe |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097952     99.99%    100.00% |          56      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WriteBEPipe::total      2098088                       (Unspecified)
system.ruby.Cache_Controller.FillPipe    |         409      0.01%      0.01% |     2097408     33.32%     33.33% |     2098051     33.34%     66.67% |     2097952     33.33%    100.00% (Unspecified)
system.ruby.Cache_Controller.FillPipe::total      6293820                       (Unspecified)
system.ruby.Cache_Controller.SnpInvPipe  |         527    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SnpInvPipe::total          527                       (Unspecified)
system.ruby.Cache_Controller.SendReadShared |         410      0.01%      0.01% |     2097221     49.99%     50.00% |     2097940     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendReadShared::total      4195571                       (Unspecified)
system.ruby.Cache_Controller.SendReadNoSnpDMT |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097559    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendReadNoSnpDMT::total      2097559                       (Unspecified)
system.ruby.Cache_Controller.SendReadUnique |           0      0.00%      0.00% |          16     50.00%     50.00% |          16     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendReadUnique::total           32                       (Unspecified)
system.ruby.Cache_Controller.SendCompAck |         409      0.01%      0.01% |     2097254     49.99%     50.00% |     2097954     50.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompAck::total      4195617                       (Unspecified)
system.ruby.Cache_Controller.SendCompData |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097646     99.98%     99.98% |         392      0.02%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompData::total      2098038                       (Unspecified)
system.ruby.Cache_Controller.WaitCompAck |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097663     50.00%     50.00% |     2097951     50.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.WaitCompAck::total      4195614                       (Unspecified)
system.ruby.Cache_Controller.SendWriteBackOrWriteEvict |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097954    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendWriteBackOrWriteEvict::total      2098034                       (Unspecified)
system.ruby.Cache_Controller.SendWriteNoSnp |           0      0.00%      0.00% |           0      0.00%      0.00% |           0      0.00%      0.00% |          56    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendWriteNoSnp::total           56                       (Unspecified)
system.ruby.Cache_Controller.SendWBData  |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097952     99.99%    100.00% |          56      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendWBData::total      2098088                       (Unspecified)
system.ruby.Cache_Controller.SendCompDBIDResp |           0      0.00%      0.00% |           0      0.00%      0.00% |          80      0.00%      0.00% |     2097952    100.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompDBIDResp::total      2098032                       (Unspecified)
system.ruby.Cache_Controller.SendEvict   |           0      0.00%      0.00% |     2097157    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendEvict::total      2097157                       (Unspecified)
system.ruby.Cache_Controller.SendCompIResp |           0      0.00%      0.00% |           0      0.00%      0.00% |     2097157    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompIResp::total      2097157                       (Unspecified)
system.ruby.Cache_Controller.SendCleanUnique |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCleanUnique::total           17                       (Unspecified)
system.ruby.Cache_Controller.SendCompUCResp |           0      0.00%      0.00% |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.ruby.Cache_Controller.SendCompUCResp::total           17                       (Unspecified)
system.ruby.Cache_Controller.CheckUpgrade_FromStore |           0      0.00%      0.00% |          17    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
